Latitude,Longitude,Altitude,Time,Segment
-34.56282161,-58.49084096,43.20000076293945,2021-06-12T11:39:07Z,
-34.5627589,-58.49090282,44.5,2021-06-12T11:39:09Z,
-34.56267391,-58.49095287,45.20000076293945,2021-06-12T11:39:11Z,
-34.56260647,-58.49106753,44.79999923706055,2021-06-12T11:39:13Z,
-34.56247808,-58.49112664,40.0,2021-06-12T11:39:16Z,
-34.56229198,-58.49126441,39.29999923706055,2021-06-12T11:39:19Z,
-34.5621646,-58.49134312,38.29999923706055,2021-06-12T11:39:21Z,
-34.56203387,-58.49141821,38.20000076293945,2021-06-12T11:39:23Z,
-34.56189018,-58.49151455,38.5,2021-06-12T11:39:25Z,
-34.56175776,-58.49161269,40.900001525878906,2021-06-12T11:39:26Z,
-34.56161477,-58.49171039,41.0,2021-06-12T11:39:28Z,
-34.5614889,-58.49181063,40.099998474121094,2021-06-12T11:39:30Z,
-34.56130768,-58.49189362,40.0,2021-06-12T11:39:32Z,
-34.56119103,-58.49198316,38.400001525878906,2021-06-12T11:39:34Z,
-34.56106365,-58.49205982,38.599998474121094,2021-06-12T11:39:36Z,
-34.56094093,-58.49216459,38.79999923706055,2021-06-12T11:39:38Z,
-34.56082018,-58.49223623,37.599998474121094,2021-06-12T11:39:40Z,
-34.56071343,-58.49230281,37.900001525878906,2021-06-12T11:39:42Z,
-34.56060128,-58.49237351,36.70000076293945,2021-06-12T11:39:44Z,
-34.56050434,-58.49244218,34.400001525878906,2021-06-12T11:39:46Z,
-34.56040666,-58.49251106,35.20000076293945,2021-06-12T11:39:48Z,
-34.56030186,-58.49257121,35.70000076293945,2021-06-12T11:39:50Z,
-34.56019714,-58.49264909,36.900001525878906,2021-06-12T11:39:52Z,
-34.56002507,-58.49275112,38.400001525878906,2021-06-12T11:39:56Z,
-34.55990706,-58.49285329,38.599998474121094,2021-06-12T11:39:57Z,
-34.55978055,-58.4929428,35.70000076293945,2021-06-12T11:39:59Z,
-34.55964524,-58.49302944,35.099998474121094,2021-06-12T11:40:01Z,
-34.5595247,-58.49312531,33.599998474121094,2021-06-12T11:40:03Z,
-34.55938238,-58.49324184,35.0,2021-06-12T11:40:05Z,
-34.55924263,-58.49331153,37.79999923706055,2021-06-12T11:40:07Z,
-34.55910847,-58.49340703,37.79999923706055,2021-06-12T11:40:09Z,
-34.55900119,-58.49348971,37.20000076293945,2021-06-12T11:40:11Z,
-34.55886873,-58.49357967,37.29999923706055,2021-06-12T11:40:13Z,
-34.55874626,-58.49367,36.599998474121094,2021-06-12T11:40:15Z,
-34.55861,-58.49377273,36.5,2021-06-12T11:40:17Z,
-34.55849878,-58.49384742,36.0,2021-06-12T11:40:19Z,
-34.55836845,-58.49391975,36.79999923706055,2021-06-12T11:40:21Z,
-34.55823721,-58.49396766,37.29999923706055,2021-06-12T11:40:23Z,
-34.55811689,-58.49408783,37.20000076293945,2021-06-12T11:40:25Z,
-34.55795747,-58.49419904,38.70000076293945,2021-06-12T11:40:27Z,
-34.55782543,-58.49429363,36.5,2021-06-12T11:40:29Z,
-34.55766405,-58.4944205,37.20000076293945,2021-06-12T11:40:31Z,
-34.55751591,-58.49452688,38.0,2021-06-12T11:40:33Z,
-34.5573652,-58.49464832,37.20000076293945,2021-06-12T11:40:35Z,
-34.55720388,-58.49476869,36.900001525878906,2021-06-12T11:40:37Z,
-34.55707042,-58.4948615,36.70000076293945,2021-06-12T11:40:39Z,
-34.55692104,-58.494989,36.20000076293945,2021-06-12T11:40:42Z,
-34.55677748,-58.49508129,33.79999923706055,2021-06-12T11:40:44Z,
-34.55663337,-58.49513767,34.70000076293945,2021-06-12T11:40:45Z,
-34.55648829,-58.49524443,34.099998474121094,2021-06-12T11:40:47Z,
-34.55631847,-58.49534466,34.0,2021-06-12T11:40:49Z,
-34.55618232,-58.49542267,32.599998474121094,2021-06-12T11:40:51Z,
-34.55613983,-58.49547545,32.400001525878906,2021-06-12T11:40:53Z,
-34.55609764,-58.49551891,34.099998474121094,2021-06-12T11:40:55Z,
-34.55607735,-58.4955336,34.20000076293945,2021-06-12T11:40:57Z,
-34.55605431,-58.4955605,33.29999923706055,2021-06-12T11:40:59Z,
-34.5560708,-58.49556887,32.20000076293945,2021-06-12T11:41:03Z,
-34.55606727,-58.49554149,33.0,2021-06-12T11:41:05Z,
-34.55604875,-58.49554957,33.0,2021-06-12T11:41:41Z,
-34.55601114,-58.49556217,31.799999237060547,2021-06-12T11:41:43Z,
-34.55589631,-58.4955568,31.899999618530273,2021-06-12T11:41:45Z,
-34.55577929,-58.49553754,31.299999237060547,2021-06-12T11:41:46Z,
-34.55567053,-58.49552678,33.29999923706055,2021-06-12T11:41:48Z,
-34.55553964,-58.49553733,33.79999923706055,2021-06-12T11:41:52Z,
-34.55543798,-58.49556246,32.599998474121094,2021-06-12T11:41:54Z,
-34.55530134,-58.49569146,31.200000762939453,2021-06-12T11:41:55Z,
-34.55514072,-58.49588673,30.700000762939453,2021-06-12T11:41:57Z,
-34.55500421,-58.4960666,31.0,2021-06-12T11:41:59Z,
-34.55487256,-58.49620945,31.799999237060547,2021-06-12T11:42:01Z,
-34.55473697,-58.49636657,32.20000076293945,2021-06-12T11:42:03Z,
-34.55460521,-58.4964856,32.70000076293945,2021-06-12T11:42:05Z,
-34.55443817,-58.49657208,32.400001525878906,2021-06-12T11:42:07Z,
-34.55430572,-58.49667734,32.5,2021-06-12T11:42:09Z,
-34.55415462,-58.49681279,32.20000076293945,2021-06-12T11:42:11Z,
-34.55400471,-58.49692669,31.799999237060547,2021-06-12T11:42:13Z,
-34.55387691,-58.49704012,31.299999237060547,2021-06-12T11:42:15Z,
-34.55375114,-58.49713173,31.5,2021-06-12T11:42:17Z,
-34.55362335,-58.4972421,31.600000381469727,2021-06-12T11:42:19Z,
-34.55345522,-58.49738847,31.200000762939453,2021-06-12T11:42:21Z,
-34.55329059,-58.49752244,31.5,2021-06-12T11:42:23Z,
-34.55313926,-58.49763034,31.0,2021-06-12T11:42:25Z,
-34.55300579,-58.49774782,30.399999618530273,2021-06-12T11:42:28Z,
-34.55287135,-58.49786052,31.100000381469727,2021-06-12T11:42:30Z,
-34.55273432,-58.4979644,31.399999618530273,2021-06-12T11:42:31Z,
-34.55259426,-58.49809364,30.100000381469727,2021-06-12T11:42:34Z,
-34.55245526,-58.4982193,28.600000381469727,2021-06-12T11:42:36Z,
-34.55232776,-58.4983127,29.100000381469727,2021-06-12T11:42:37Z,
-34.55220449,-58.49842025,29.0,2021-06-12T11:42:39Z,
-34.55208391,-58.49851106,29.600000381469727,2021-06-12T11:42:41Z,
-34.55200434,-58.49858427,29.100000381469727,2021-06-12T11:42:43Z,
-34.55193834,-58.49864033,29.5,2021-06-12T11:42:45Z,
-34.55189204,-58.49867892,29.100000381469727,2021-06-12T11:42:47Z,
-34.55186058,-58.49869831,28.799999237060547,2021-06-12T11:42:48Z,
-34.55183083,-58.49872535,28.399999618530273,2021-06-12T11:42:52Z,
-34.55174612,-58.49879627,29.600000381469727,2021-06-12T11:42:54Z,
-34.55172052,-58.49884526,29.299999237060547,2021-06-12T11:42:56Z,
-34.55164933,-58.49888642,29.899999618530273,2021-06-12T11:42:57Z,
-34.55159871,-58.49892228,30.0,2021-06-12T11:42:59Z,
-34.55153672,-58.49896815,29.200000762939453,2021-06-12T11:43:01Z,
-34.55145514,-58.49902715,31.600000381469727,2021-06-12T11:43:03Z,
-34.55136004,-58.49910019,31.700000762939453,2021-06-12T11:43:05Z,
